Brand,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Car_Age,Selling_Price
BMW,47.63,130850,Petrol,Individual,Automatic,0,15,4.04
Hyundai,10.13,273198,Diesel,Individual,Automatic,0,17,0.64
Maruti,11.34,227090,Diesel,Individual,Automatic,0,17,0.86
Tata,7.82,59653,Petrol,Dealer,Manual,0,7,3.23
Maruti,5.44,103430,Petrol,Dealer,Automatic,1,9,1.13
Maruti,11.84,82629,Petrol,Individual,Manual,3,9,1.38
Tata,13.36,157569,Petrol,Dealer,Automatic,0,12,2.39
Ford,7.55,87458,Petrol,Dealer,Manual,0,10,2.01
Tata,17.49,161901,Petrol,Dealer,Manual,0,13,2.42
Hyundai,5.83,20874,CNG,Individual,Automatic,0,4,3.89
Mercedes-Benz,71.58,99177,Diesel,Dealer,Automatic,0,9,27.78
Nissan,6.54,93151,Petrol,Individual,Manual,0,11,1.05
Audi,49.02,168147,Diesel,Dealer,Automatic,3,16,1.96
Ford,25.64,88068,Diesel,Dealer,Manual,0,12,6.04
Honda,19.46,500,Diesel,Individual,Automatic,0,2,20.3
Maruti,6.12,500,Diesel,Individual,Manual,0,2,5.52
Maruti,6.57,500,Petrol,Dealer,Manual,1,2,6.92
Tata,4.32,161281,Diesel,Individual,Manual,1,14,0.33
Chevrolet,9.56,25568,Diesel,Dealer,Manual,0,6,5.57
Ford,18.48,6102,CNG,Dealer,Automatic,1,2,21.46
Chevrolet,6.8,57690,Petrol,Dealer,Manual,0,9,2.01
Ford,17.77,19049,Diesel,Dealer,Manual,3,4,11.64
Hyundai,7.51,180612,Diesel,Individual,Manual,1,17,0.39
Renault,10.31,72206,Diesel,Dealer,Manual,1,9,3.12
Tata,9.68,19923,Petrol,Dealer,Manual,3,4,5.56
BMW,27.61,129334,Petrol,Dealer,Automatic,0,13,4.37
BMW,25.9,53771,Diesel,Individual,Automatic,0,5,16.94
Renault,6.17,208299,Petrol,Dealer,Automatic,0,17,0.47
Mercedes-Benz,70.69,64518,Diesel,Individual,Automatic,0,9,23.64
Mercedes-Benz,46.84,214146,Petrol,Individual,Manual,0,21,1.86
Maruti,5.19,14960,Diesel,Dealer,Automatic,0,3,4.28
Tata,17.67,86291,CNG,Dealer,Manual,0,7,6.63
Maruti,8.91,233642,CNG,Individual,Manual,0,16,0.39
Honda,18.04,173337,Petrol,Dealer,Automatic,0,13,2.49
Ford,22.61,233764,Petrol,Dealer,Manual,0,17,1.38
Tata,17.6,69055,Diesel,Dealer,Automatic,0,9,7.85
Maruti,8.46,48327,CNG,Individual,Manual,0,5,4.85
Mahindra,12.34,86638,Diesel,Dealer,Manual,0,13,2.64
Nissan,4.47,236025,Petrol,Dealer,Manual,0,15,0.36
Maruti,9.11,39660,Petrol,Dealer,Automatic,1,5,6.12
Tata,5.52,123277,Petrol,Dealer,Manual,0,9,1.46
Hyundai,8.8,164825,Diesel,Individual,Manual,0,14,1.13
Hyundai,6.79,17054,Diesel,Dealer,Automatic,1,3,6.27
Renault,10.11,16956,Petrol,Individual,Automatic,0,3,9.07
Honda,7.6,27477,Petrol,Dealer,Manual,1,4,4.7
Volkswagen,7.32,164939,Diesel,Dealer,Manual,0,13,1.36
Maruti,5.57,128334,Petrol,Individual,Manual,1,17,0.21
Hyundai,11.85,65243,Diesel,Individual,Manual,0,9,3.97
Nissan,8.73,123556,Petrol,Individual,Manual,0,9,1.94
Mahindra,8.01,168096,Petrol,Individual,Manual,0,12,1.14
Tata,6.09,138482,Petrol,Dealer,Automatic,0,18,0.44
Maruti,9.89,105330,Petrol,Dealer,Manual,0,13,1.37
Maruti,10.68,8082,Petrol,Dealer,Manual,0,3,9.03
Ford,16.05,48761,Diesel,Dealer,Manual,1,8,5.29
Volkswagen,11.02,76946,Petrol,Individual,Automatic,1,10,1.79
Honda,10.51,45871,Petrol,Individual,Automatic,0,7,4.66
Audi,56.23,109551,Diesel,Dealer,Automatic,0,8,24.87
Maruti,11.03,154472,Diesel,Dealer,Manual,0,11,2.35
Chevrolet,9.12,104915,Diesel,Dealer,Manual,1,12,1.58
Mahindra,8.52,75265,Diesel,Dealer,Automatic,0,7,4.22
Nissan,5.19,149129,Diesel,Dealer,Automatic,1,14,0.59
Hyundai,6.97,80105,Petrol,Dealer,Manual,0,7,2.43
Volkswagen,11.27,258067,Petrol,Dealer,Automatic,1,19,0.31
Maruti,3.94,59416,Petrol,Dealer,Manual,1,6,2.05
Hyundai,8.55,33276,Diesel,Individual,Manual,0,4,6.1
Maruti,10.28,500,Petrol,Individual,Automatic,0,2,10.27
Tata,20.02,47264,Petrol,Dealer,Automatic,0,5,13.45
Mahindra,10.57,500,CNG,Dealer,Automatic,1,2,11.19
Hyundai,15.7,2909,Petrol,Dealer,Automatic,1,3,15.35
Mahindra,16.02,80393,Petrol,Dealer,Manual,0,9,4.81
Tata,9.16,146655,Petrol,Individual,Automatic,0,14,1.0
Hyundai,11.75,59901,Petrol,Dealer,Automatic,0,5,7.99
Maruti,4.4,66084,Petrol,Individual,Manual,0,9,1.25
Ford,27.61,284880,Petrol,Dealer,Manual,3,19,0.73
Skoda,9.74,21491,Diesel,Dealer,Manual,1,4,6.65
Ford,29.57,500,Diesel,Dealer,Manual,1,2,29.05
Maruti,6.36,241362,Petrol,Dealer,Manual,0,17,0.33
Maruti,7.52,220661,CNG,Individual,Automatic,0,14,0.65
Mahindra,16.79,351486,Petrol,Individual,Automatic,0,22,0.35
Honda,12.43,29467,Petrol,Dealer,Manual,0,4,9.86
Hyundai,12.65,35732,CNG,Individual,Manual,1,4,8.4
Hyundai,9.66,978,Diesel,Individual,Manual,3,3,7.34
Ford,26.36,11877,Petrol,Dealer,Manual,0,3,21.91
Ford,5.75,57909,Petrol,Dealer,Manual,0,6,3.24
Tata,15.53,227777,Petrol,Dealer,Manual,0,16,0.99
Maruti,11.22,19287,Petrol,Dealer,Automatic,0,3,9.58
Honda,11.75,25906,Diesel,Dealer,Manual,0,4,8.45
Chevrolet,14.42,21425,Diesel,Dealer,Automatic,1,3,13.87
Maruti,7.76,64566,Petrol,Dealer,Manual,1,7,2.83
Tata,10.26,198275,Diesel,Individual,Manual,0,16,0.91
Hyundai,5.0,500,Petrol,Dealer,Automatic,3,2,5.14
Skoda,7.03,196067,Diesel,Individual,Manual,0,15,0.73
Hyundai,10.42,17767,Diesel,Dealer,Manual,3,4,7.01
Hyundai,8.25,1279,Petrol,Dealer,Manual,0,2,7.49
Mahindra,10.24,30905,Diesel,Individual,Manual,1,5,5.6
Honda,24.4,3720,CNG,Individual,Manual,1,3,21.2
Hyundai,6.97,80789,Petrol,Individual,Manual,0,9,1.76
Honda,22.06,26827,Petrol,Dealer,Automatic,0,4,17.06
Maruti,8.78,205031,CNG,Dealer,Manual,1,18,0.33
Hyundai,9.26,66851,CNG,Individual,Automatic,0,6,4.02
Mahindra,6.21,23794,Diesel,Individual,Automatic,0,4,4.9
BMW,25.05,223960,Petrol,Dealer,Automatic,0,22,0.74
Tata,3.94,17590,Diesel,Individual,Manual,1,3,3.17
Hyundai,14.27,215010,Petrol,Dealer,Manual,3,21,0.55
Mahindra,18.24,78019,Petrol,Individual,Automatic,0,7,7.26
Ford,17.11,49550,Petrol,Dealer,Manual,0,8,6.53
Maruti,10.66,100929,CNG,Dealer,Manual,1,10,2.07
Toyota,18.06,99645,Petrol,Dealer,Manual,0,10,4.59
Honda,7.53,124694,Petrol,Dealer,Manual,3,10,0.7
Maruti,11.23,160599,Diesel,Dealer,Manual,0,13,2.22
Audi,28.38,81290,Diesel,Individual,Manual,0,10,8.27
Maruti,9.64,172338,Diesel,Dealer,Automatic,0,14,1.55
Maruti,10.77,192535,Diesel,Dealer,Manual,0,13,1.92
BMW,41.05,99323,Diesel,Dealer,Automatic,3,13,3.21
Toyota,8.28,189947,Diesel,Dealer,Manual,1,19,0.4
Hyundai,9.56,25613,Petrol,Dealer,Automatic,1,5,6.25
Ford,18.78,4941,Diesel,Dealer,Manual,0,2,17.4
Maruti,9.63,33084,Petrol,Individual,Manual,1,5,4.75
Maruti,4.29,63690,CNG,Individual,Manual,0,9,1.24
Maruti,11.37,36010,Diesel,Individual,Manual,0,5,6.38
Maruti,8.35,7622,Diesel,Individual,Manual,0,2,8.6
Hyundai,5.33,100946,Petrol,Dealer,Manual,1,8,1.55
Mahindra,19.87,116665,Petrol,Dealer,Manual,1,11,3.02
Toyota,14.62,172826,Petrol,Individual,Manual,1,13,0.91
Maruti,9.98,7028,Petrol,Individual,Automatic,0,2,10.14
Maruti,7.93,25621,CNG,Dealer,Manual,0,5,5.24
Hyundai,11.82,109980,Petrol,Individual,Manual,1,9,1.99
Toyota,23.54,29203,Petrol,Dealer,Manual,3,5,10.43
Maruti,8.18,218728,Petrol,Individual,Automatic,0,16,0.46
Maruti,4.16,500,Diesel,Dealer,Manual,0,2,4.35
Toyota,18.92,84374,Petrol,Dealer,Manual,3,7,4.16
Hyundai,11.39,9389,Petrol,Dealer,Automatic,1,3,8.61
Mercedes-Benz,36.99,24962,Petrol,Individual,Automatic,1,4,22.92
Maruti,9.16,49040,Petrol,Dealer,Automatic,1,6,4.34
Maruti,9.88,228883,Petrol,Dealer,Manual,0,18,0.46
Honda,22.75,17840,Petrol,Individual,Manual,0,3,20.44
Ford,21.57,81455,Petrol,Individual,Manual,0,7,7.66
Hyundai,13.54,500,Diesel,Individual,Automatic,0,2,13.51
Maruti,7.34,27040,Diesel,Dealer,Manual,1,4,5.34
Maruti,9.22,134495,Petrol,Individual,Manual,0,12,1.16
Honda,21.48,284145,Petrol,Dealer,Manual,0,21,0.6
Toyota,9.31,10789,Diesel,Individual,Manual,1,3,7.59
Maruti,11.33,198247,Petrol,Individual,Automatic,0,18,0.49
Maruti,4.82,2938,Petrol,Individual,Manual,0,2,5.03
Maruti,10.47,14088,Diesel,Individual,Automatic,0,3,9.05
Hyundai,7.87,500,Petrol,Individual,Automatic,1,2,8.29
Honda,8.72,108379,Petrol,Dealer,Manual,0,14,1.07
Toyota,18.95,28924,Petrol,Dealer,Automatic,0,5,12.29
Volkswagen,11.11,4341,CNG,Individual,Manual,0,2,10.53
Hyundai,17.65,40308,Petrol,Individual,Manual,0,5,8.69
Renault,11.55,100795,Diesel,Individual,Manual,1,8,3.25
Toyota,29.8,108852,Petrol,Dealer,Automatic,0,12,5.97
Maruti,3.96,133815,Petrol,Dealer,Manual,0,15,0.43
Volkswagen,19.2,28002,Petrol,Dealer,Manual,0,4,15.71
Maruti,5.25,8790,Diesel,Dealer,Manual,0,2,5.49
Maruti,3.73,79281,Petrol,Individual,Manual,0,7,1.21
Honda,6.83,117314,Petrol,Individual,Automatic,1,10,1.17
Maruti,4.2,95740,Petrol,Dealer,Manual,0,9,1.33
Tata,9.06,211465,Petrol,Dealer,Manual,0,17,0.59
Hyundai,8.04,24356,Petrol,Individual,Manual,3,4,3.74
Chevrolet,13.19,95112,Petrol,Individual,Automatic,3,8,2.1
Ford,29.9,19453,Petrol,Dealer,Manual,0,3,25.86
Toyota,11.98,95293,Diesel,Individual,Manual,0,8,4.48
Toyota,25.12,157679,Diesel,Dealer,Manual,3,12,2.0
Hyundai,7.51,74728,Petrol,Individual,Manual,0,7,2.5
Volkswagen,19.63,49639,CNG,Dealer,Manual,0,5,13.2
Hyundai,11.11,186193,Petrol,Individual,Manual,1,13,0.67
Maruti,8.44,47382,CNG,Dealer,Automatic,3,5,3.56
Maruti,10.73,71648,CNG,Individual,Manual,3,10,0.81
Honda,24.14,67260,Diesel,Dealer,Manual,0,7,11.33
Maruti,11.25,61672,Petrol,Individual,Manual,0,6,5.36
Hyundai,11.57,52843,CNG,Individual,Manual,0,6,4.96
Toyota,9.22,102121,Petrol,Individual,Manual,0,9,2.35
Hyundai,8.14,77379,Petrol,Individual,Manual,0,8,2.73
Tata,20.5,23250,Petrol,Dealer,Manual,0,4,15.38
Maruti,11.16,89540,Petrol,Individual,Manual,0,8,3.55
Hyundai,16.22,70341,Petrol,Individual,Manual,1,10,2.98
Toyota,23.77,285880,Petrol,Individual,Automatic,3,22,0.63
Maruti,7.7,229003,Petrol,Individual,Automatic,1,18,0.28
Honda,19.48,3752,Diesel,Individual,Manual,1,2,17.13
Tata,9.55,97337,Diesel,Individual,Manual,1,13,1.1
Mercedes-Benz,45.61,108203,Diesel,Dealer,Automatic,0,9,17.22
Tata,20.77,172769,Petrol,Dealer,Manual,3,17,0.81
Honda,9.14,55535,Petrol,Dealer,Automatic,1,5,5.08
Volkswagen,12.41,149506,Diesel,Dealer,Manual,0,13,2.12
Maruti,6.24,20760,Petrol,Dealer,Manual,0,5,4.42
Nissan,9.18,145892,Petrol,Dealer,Manual,0,11,1.75
Mahindra,9.75,179194,Petrol,Dealer,Automatic,0,14,1.22
Maruti,4.3,500,Petrol,Individual,Manual,1,2,4.56
Mahindra,8.38,136974,Diesel,Dealer,Manual,0,12,2.09
Maruti,8.16,102084,Petrol,Individual,Manual,0,12,1.11
Hyundai,8.26,24437,Petrol,Individual,Manual,1,4,6.03
Toyota,15.77,9967,Petrol,Individual,Automatic,1,3,11.7
Ford,6.13,72517,Petrol,Individual,Manual,0,8,1.68
Mercedes-Benz,65.92,76171,Petrol,Individual,Automatic,0,10,15.85
Honda,10.91,18567,Petrol,Individual,Manual,0,4,6.63
BMW,41.44,64965,Petrol,Dealer,Automatic,0,9,10.37
Maruti,5.44,45733,Petrol,Individual,Automatic,0,6,2.69
Maruti,5.65,153859,Petrol,Dealer,Automatic,0,11,1.25
Ford,9.13,500,Petrol,Dealer,Manual,1,2,10.3
Ford,7.16,46164,Petrol,Dealer,Manual,0,6,3.1
Tata,7.59,74929,Petrol,Individual,Manual,3,9,0.85
Maruti,8.68,118046,Diesel,Dealer,Automatic,0,13,2.0
Skoda,20.07,109923,Petrol,Individual,Manual,1,16,0.91
Hyundai,17.77,80295,Petrol,Individual,Manual,0,7,6.0
Maruti,6.4,32089,Petrol,Individual,Manual,1,4,4.25
Hyundai,10.92,500,CNG,Dealer,Automatic,0,2,9.98
Maruti,4.22,172133,Petrol,Individual,Manual,0,12,0.51
Maruti,8.25,500,Petrol,Dealer,Manual,0,2,8.07
Volkswagen,15.2,97710,CNG,Individual,Manual,0,8,4.21
Ford,10.48,106655,Petrol,Individual,Manual,1,13,0.8
Toyota,16.58,214376,Petrol,Individual,Manual,0,16,0.66
Renault,10.91,23249,CNG,Dealer,Manual,1,4,6.82
Hyundai,14.99,28536,CNG,Individual,Manual,1,4,9.95
Hyundai,15.32,14621,Diesel,Dealer,Automatic,0,3,12.57
Hyundai,15.28,157725,Petrol,Dealer,Manual,0,17,0.9
Volkswagen,19.61,95976,Petrol,Individual,Manual,0,13,2.2
Hyundai,11.83,91876,Diesel,Dealer,Manual,0,8,5.0
Tata,11.67,52145,Petrol,Dealer,Manual,0,5,6.83
Chevrolet,9.11,159228,Petrol,Individual,Automatic,3,12,0.36
Toyota,23.73,181690,Petrol,Individual,Manual,1,13,1.48
Toyota,13.79,170662,Petrol,Dealer,Manual,1,13,1.22
Honda,18.66,166365,Diesel,Individual,Manual,3,14,0.81
Maruti,5.67,174518,Diesel,Individual,Automatic,0,17,0.55
Chevrolet,13.66,79931,Petrol,Individual,Automatic,1,7,4.4
Maruti,8.82,46464,Petrol,Individual,Automatic,0,5,5.19
Maruti,8.74,500,Petrol,Individual,Automatic,0,2,8.22
Maruti,3.69,43132,CNG,Dealer,Manual,1,5,2.07
BMW,50.86,118325,Petrol,Individual,Automatic,0,10,10.97
Toyota,27.91,45768,Diesel,Dealer,Manual,0,5,17.74
Maruti,11.66,91100,Petrol,Dealer,Manual,0,12,1.98
Maruti,6.52,281993,Petrol,Individual,Manual,0,19,0.18
Hyundai,12.07,53899,CNG,Dealer,Manual,0,7,6.3
Toyota,5.96,69751,Petrol,Dealer,Manual,1,6,2.28
Mahindra,7.71,23500,Petrol,Dealer,Manual,0,3,7.14
Tata,15.78,130907,Diesel,Dealer,Automatic,0,10,5.19
Mahindra,12.64,13340,Petrol,Individual,Manual,0,3,9.13
Hyundai,4.0,81769,Diesel,Dealer,Manual,0,7,1.83
Maruti,5.09,160364,Petrol,Individual,Manual,0,14,0.44
Honda,15.51,80231,Diesel,Individual,Manual,0,9,5.2
Hyundai,11.88,141174,Petrol,Individual,Manual,1,12,0.93
Hyundai,5.0,32026,Petrol,Dealer,Manual,0,5,3.08
Skoda,9.39,46267,Diesel,Dealer,Manual,0,5,6.25
Hyundai,11.95,59537,Petrol,Individual,Manual,0,6,6.1
Hyundai,16.97,79963,Petrol,Dealer,Manual,1,9,4.08
Maruti,10.43,147560,CNG,Individual,Automatic,0,17,0.62
Maruti,6.18,195597,Diesel,Dealer,Manual,0,18,0.65
Maruti,9.52,91396,Petrol,Individual,Manual,0,9,2.29
Ford,11.04,158441,Petrol,Dealer,Manual,0,11,2.16
Maruti,5.62,198119,Petrol,Individual,Automatic,0,16,0.39
Toyota,26.29,36821,Petrol,Individual,Manual,0,5,16.81
Maruti,7.46,18378,Petrol,Individual,Automatic,0,3,5.95
Maruti,4.33,1072,Diesel,Dealer,Automatic,1,2,4.3
Maruti,10.54,139917,Petrol,Individual,Automatic,0,10,1.81
Honda,18.98,28975,Diesel,Dealer,Manual,1,4,14.23
Toyota,28.45,12192,Petrol,Individual,Manual,0,3,25.08
Mahindra,18.16,41930,Petrol,Dealer,Manual,0,5,11.15
Mahindra,9.06,185848,Petrol,Dealer,Manual,0,14,0.97
Toyota,8.87,246649,Petrol,Dealer,Automatic,0,16,0.54
Hyundai,15.31,2371,Diesel,Individual,Manual,1,2,16.33
Mahindra,10.98,187501,Petrol,Dealer,Automatic,0,13,1.65
Chevrolet,12.08,91431,Diesel,Dealer,Automatic,3,13,0.92
Hyundai,10.36,25281,Petrol,Dealer,Manual,0,4,6.47
BMW,39.64,56111,Petrol,Individual,Manual,1,6,16.1
Maruti,3.82,141496,Petrol,Dealer,Automatic,0,19,0.23
Mahindra,18.6,78420,Diesel,Dealer,Manual,1,7,7.84
Maruti,5.94,153503,Petrol,Individual,Manual,0,16,0.34
Toyota,6.12,5972,Diesel,Individual,Manual,1,3,5.59
Hyundai,15.64,187677,Petrol,Dealer,Automatic,0,16,1.23
Skoda,15.63,71653,Diesel,Individual,Manual,3,8,3.37
BMW,60.56,204389,Petrol,Individual,Automatic,0,14,5.18
Honda,23.24,500,Diesel,Dealer,Manual,0,2,21.76
Ford,24.04,136349,Petrol,Dealer,Manual,1,10,3.86
Maruti,11.65,8967,Petrol,Individual,Manual,1,3,8.87
Chevrolet,8.66,100519,CNG,Dealer,Automatic,3,8,1.43
Hyundai,15.57,113196,Petrol,Dealer,Automatic,0,11,3.62
Ford,13.04,67465,CNG,Individual,Manual,0,6,4.98
Tata,15.43,52650,Petrol,Dealer,Automatic,1,7,4.79
Toyota,19.02,85583,Diesel,Individual,Manual,0,10,4.81
Hyundai,6.57,90898,CNG,Dealer,Automatic,0,10,1.85
Maruti,5.22,115355,Petrol,Individual,Automatic,1,15,0.29
Maruti,11.96,50311,Diesel,Individual,Manual,1,5,6.72
Hyundai,11.2,64954,Diesel,Dealer,Automatic,1,6,5.99
Hyundai,8.38,11900,Diesel,Individual,Manual,0,3,6.99
Hyundai,6.67,29036,Diesel,Individual,Manual,0,4,5.48
Toyota,16.57,150108,Diesel,Individual,Manual,0,13,2.38
Mercedes-Benz,64.87,162733,Diesel,Individual,Automatic,0,11,14.93
Hyundai,11.54,179117,Petrol,Individual,Manual,0,16,0.65
Maruti,10.13,59014,Petrol,Dealer,Manual,1,7,3.72
Hyundai,17.36,26119,Petrol,Individual,Manual,1,4,10.27
Maruti,11.34,167622,Petrol,Individual,Manual,0,17,0.6
Hyundai,17.53,32162,Diesel,Individual,Manual,1,4,11.98
Mercedes-Benz,34.78,68405,Petrol,Individual,Automatic,0,7,12.98
Toyota,20.94,28579,Petrol,Dealer,Manual,0,4,15.35
Chevrolet,14.42,12517,Diesel,Individual,Manual,0,3,11.91
Maruti,3.71,48838,Diesel,Individual,Manual,0,5,1.96
Nissan,6.47,126885,Petrol,Individual,Manual,1,9,1.24
Tata,20.02,17083,CNG,Individual,Manual,0,3,18.85
Maruti,7.36,102165,Diesel,Dealer,Manual,0,12,1.88
Renault,10.28,2543,CNG,Dealer,Manual,0,2,11.08
Skoda,9.67,171048,Petrol,Individual,Manual,3,18,0.39
Toyota,14.58,319326,Petrol,Dealer,Manual,0,23,0.35
Honda,10.38,66351,Petrol,Individual,Manual,3,6,3.05
Tata,14.01,172976,Diesel,Individual,Manual,3,14,0.51
Tata,19.96,147131,Petrol,Individual,Manual,0,11,2.69
Hyundai,14.25,34801,Petrol,Individual,Manual,0,5,7.3
Hyundai,12.5,34143,Petrol,Individual,Manual,0,4,7.69
Honda,13.75,6551,Petrol,Individual,Automatic,1,3,11.26
Maruti,4.09,78650,Petrol,Dealer,Manual,0,10,1.08
Toyota,21.55,180632,Diesel,Individual,Manual,0,13,2.84
Toyota,22.5,48786,Petrol,Dealer,Manual,0,7,9.34
Toyota,22.06,104847,Petrol,Dealer,Automatic,1,8,6.08
Toyota,33.78,500,Diesel,Individual,Automatic,0,2,29.16
Maruti,6.33,28517,Diesel,Individual,Automatic,1,4,3.59
Mahindra,15.32,2376,Petrol,Dealer,Automatic,1,2,14.95
Tata,3.8,196295,Diesel,Dealer,Manual,1,15,0.29
Nissan,13.26,96637,Petrol,Dealer,Automatic,0,8,4.39
Maruti,9.03,41012,Petrol,Dealer,Manual,0,5,6.25
Maruti,5.69,116460,Diesel,Dealer,Manual,0,14,1.09
Chevrolet,12.96,19877,Diesel,Individual,Manual,0,5,8.53
Hyundai,9.13,96344,Diesel,Individual,Manual,3,9,1.46
Honda,24.47,14623,Petrol,Individual,Manual,0,3,19.1
Tata,19.54,94674,Diesel,Dealer,Automatic,0,8,8.23
Hyundai,7.16,500,Diesel,Dealer,Automatic,0,2,7.03
Hyundai,9.37,56915,Petrol,Dealer,Manual,1,9,2.5
Hyundai,13.17,267038,Petrol,Dealer,Automatic,3,18,0.36
Hyundai,10.65,179205,Diesel,Dealer,Manual,0,16,1.3
Honda,6.14,11039,Diesel,Individual,Manual,0,3,4.93
Volkswagen,15.68,146070,Diesel,Dealer,Automatic,3,14,0.95
Honda,21.39,166596,Diesel,Individual,Manual,0,13,2.96
Chevrolet,11.91,153321,Petrol,Dealer,Manual,0,11,2.39
Tata,8.67,91001,Petrol,Dealer,Manual,0,8,3.26
Mercedes-Benz,44.48,133311,Petrol,Dealer,Automatic,1,12,4.51
Maruti,4.12,10660,Petrol,Dealer,Manual,0,2,4.34
Toyota,12.23,111066,Petrol,Individual,Automatic,0,10,2.58
Hyundai,6.69,179586,Petrol,Individual,Manual,0,12,0.76
BMW,27.63,115375,Diesel,Dealer,Automatic,0,10,8.26
Skoda,10.8,38400,Diesel,Individual,Manual,1,4,7.12
Hyundai,15.13,33799,Petrol,Dealer,Automatic,3,5,7.62
Maruti,11.69,124608,CNG,Individual,Automatic,0,11,2.25
Renault,6.1,500,Diesel,Dealer,Automatic,1,2,6.19
Skoda,27.78,73454,Petrol,Dealer,Manual,1,10,5.48
Chevrolet,9.51,138062,Petrol,Dealer,Manual,0,11,1.76
Honda,19.92,25392,Petrol,Individual,Manual,0,4,13.7
Maruti,10.59,35466,Petrol,Individual,Manual,1,5,5.35
Honda,20.81,91147,Petrol,Individual,Manual,0,9,5.61
BMW,40.96,185285,Diesel,Dealer,Automatic,0,14,7.78
Honda,11.36,116103,Petrol,Individual,Manual,1,12,1.13
Maruti,4.61,65870,Petrol,Individual,Manual,0,10,1.04
Maruti,5.93,12709,Diesel,Individual,Manual,1,3,4.44
Ford,28.96,123248,CNG,Dealer,Manual,3,12,1.62
Renault,3.2,15962,Diesel,Dealer,Manual,1,3,2.6
Volkswagen,18.65,67032,Diesel,Individual,Manual,1,7,7.03
Hyundai,5.25,70952,Petrol,Dealer,Manual,0,9,1.35
BMW,32.63,49847,Diesel,Dealer,Automatic,0,8,16.38
Hyundai,13.07,88127,Petrol,Individual,Automatic,1,11,1.62
Toyota,17.07,183531,Petrol,Individual,Automatic,3,14,0.62
Maruti,11.32,71623,CNG,Dealer,Manual,0,8,4.56
Audi,25.78,126674,Diesel,Dealer,Automatic,0,13,6.49
Maruti,11.4,198569,Diesel,Dealer,Manual,3,15,0.41
Renault,4.5,200971,Diesel,Dealer,Manual,1,15,0.4
Maruti,11.86,13232,Petrol,Dealer,Manual,0,3,9.58
Maruti,5.97,171634,Petrol,Individual,Automatic,0,17,0.34
Mahindra,18.33,180090,Diesel,Individual,Manual,0,14,1.99
Renault,7.1,109764,Petrol,Dealer,Manual,0,8,2.35
Honda,22.52,84465,Diesel,Dealer,Manual,0,7,12.57
Maruti,4.91,45802,Petrol,Individual,Manual,1,6,1.64
Ford,9.48,16198,Petrol,Dealer,Manual,1,4,6.81
Hyundai,9.05,25192,Petrol,Dealer,Manual,1,4,6.61
Maruti,3.97,65527,Diesel,Individual,Manual,1,6,1.97
Ford,4.59,6977,Petrol,Individual,Manual,3,3,3.48
Hyundai,6.48,15479,Diesel,Dealer,Manual,0,3,6.05
Volkswagen,15.46,58015,Petrol,Individual,Manual,3,8,2.49
Hyundai,12.34,40324,Petrol,Dealer,Manual,0,4,9.65
Hyundai,16.0,69851,Petrol,Individual,Manual,0,8,4.58
Hyundai,9.08,74482,Petrol,Individual,Manual,0,8,2.87
Tata,5.78,68562,Diesel,Dealer,Manual,0,7,3.2
Skoda,20.97,7346,Petrol,Dealer,Manual,0,3,17.95
Maruti,9.08,61723,Diesel,Dealer,Manual,1,9,2.9
Hyundai,13.0,8089,Petrol,Individual,Manual,1,2,11.75
Honda,11.82,29540,Petrol,Individual,Manual,0,4,8.6
Ford,7.86,7688,Petrol,Dealer,Manual,0,3,6.59
Maruti,8.45,148494,Diesel,Dealer,Manual,1,12,1.49
BMW,27.74,134616,Diesel,Individual,Manual,0,15,3.35
Maruti,7.35,133050,Petrol,Individual,Manual,3,12,0.31
Hyundai,8.18,109020,Petrol,Dealer,Manual,0,11,1.65
Hyundai,5.61,173843,Petrol,Individual,Manual,3,16,0.2
Maruti,10.3,136042,CNG,Individual,Manual,0,18,0.51
Honda,5.19,147648,Petrol,Dealer,Manual,0,15,0.47
Maruti,7.85,121401,CNG,Dealer,Manual,1,11,0.99
Tata,10.25,70642,Petrol,Individual,Manual,1,8,2.71
Hyundai,14.58,6252,Diesel,Dealer,Automatic,0,2,14.92
Mahindra,9.05,500,Petrol,Dealer,Automatic,0,2,8.0
Maruti,3.72,9659,Petrol,Dealer,Manual,0,3,3.42
Hyundai,7.63,213846,Petrol,Dealer,Manual,0,16,0.48
Maruti,5.3,193299,Petrol,Individual,Automatic,1,18,0.18
Honda,14.75,113545,Petrol,Individual,Automatic,0,8,4.57
Chevrolet,5.13,18619,Petrol,Individual,Automatic,1,4,3.45
Nissan,9.85,52231,Diesel,Dealer,Automatic,0,5,6.84
Tata,21.34,27312,CNG,Dealer,Automatic,0,5,14.72
Chevrolet,7.7,152928,CNG,Dealer,Manual,3,11,0.52
Maruti,9.05,214668,Diesel,Individual,Manual,0,22,0.3
Mahindra,18.77,65037,Diesel,Dealer,Manual,1,10,5.33
Volkswagen,8.83,48809,Diesel,Individual,Automatic,0,5,6.35
Chevrolet,3.64,88827,Diesel,Dealer,Manual,0,12,0.81
Skoda,14.38,7894,Diesel,Individual,Manual,3,3,10.68
Toyota,33.41,67161,Petrol,Individual,Manual,0,6,15.81
Hyundai,12.32,93538,Diesel,Dealer,Manual,0,8,5.13
Mahindra,11.77,234826,Petrol,Dealer,Automatic,1,16,0.57
Hyundai,7.31,46600,Petrol,Dealer,Manual,1,6,3.53
Tata,21.51,97287,Petrol,Dealer,Manual,0,12,3.81
